表格,FCA编号,中文名称,CAS号,使用范围和最大使用量/%,SML/QM/(mg/kg),SML(T)/(mg/kg),SML(T),分组编号,其他要求
A6,FCA0326,"3,5-二甲基 -1-己炔 -3-醇",107-54-0,按生产需要适量使用,,,,,
A6,FCA0334,3-C14~C16烷基 -4-C15~C17烷亚基 -2-氧杂环丁酮衍生物,98246-87-8,0.4,,,,,
A6,FCA0338,3-羟基 -2-(羟甲基 )-2-甲基丙酸,4767-03-7,0.1 0.05(SML) 无相应的迁移量检测方法时可使用 0.05mg/6dm2(QM)作为其限量值,,,,,
A6,FCA0348,"4,5-二氯 -2-[[4,5-二氢 -3-甲基 -5-氧代 -1-(3-磺酰氧基苯基 )-1H-吡唑 -4-基 ]偶氮 ]苯磺酸二钠",65212-76-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0350,"4-[(4,6-二辛硫基 -1,3,5-三嗪 -2-基 )氨基 ]-2,6-二 (1,1-甲基乙基 )苯酚",991-84-4,0.5 30(SML),,,,,
A6,FCA0351,4-C10~C13-仲烷基苯磺酸衍生物,85536-14-7,1,,,,,
A6,FCA0352,"4-羟基 -3-[[2-甲氧基 -5-甲基 -4-[(4-苯磺基 )偶氮 ]苯基 ]偶氮 ]-7-(苯氨基 )-2-萘磺酸与 [次氮基三 (2,1-亚乙基氧 )]三 (丙醇 )的化合物 (1∶2)",124649-82-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0353,4-羟基 -3-[[2-甲氧基 -5-甲基 -4-[(4-磺苯基 )偶氮 ]苯基 ]偶氮 ]-7-(苯基氨基 )-2-萘磺酸二钠盐,6227-14-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0355,4-十七碳亚基 -3-十六烷基 -2-氧杂环丁酮,10126-68-8,0.4(以干重计 ),,,,,
A6,FCA0356,"5,5-二甲基乙内酰脲 ;5,5-二甲基海因",77-71-4,0.05(以干重计 ),,,,,
A6,FCA0364,5-氯 -2-甲基 -2H-异噻唑 -3-酮,26172-55-4,0.005,,,,,
A6,FCA0365,5-氯 -2-甲基 -3(2H)-异噻唑酮和 2-甲基 -3(2H)-异噻唑酮的混合物 (3∶1),55965-84-9,0.005,,,,,
A6,FCA0372,7-氨基 -4-羟基 -3-[[4-[(4-磺苯基 )偶氮 ]苯基 ]偶氮基 ]-2-萘磺酸二钠,6300-50-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0373,"9,10-蒽醌",84-65-1,"0.1 30(QM,以干纸计 )",,,,,
A6,FCA0391,"C.I.溶剂蓝 97;1,4-二 [(2,6-二乙基 -4-甲基苯基 )氨基 ]-9,10-蒽二酮",32724-62-2;61969-44-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0395,C.I.颜料白 21;硫酸钡,7727-43-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;钡元素 SML应符合附录 C规定",,,,,
A6,FCA0396,C.I.颜料白 4;氧化锌,1314-13-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;锌元素 SML应符合附录 C规定",,,,,
A6,FCA0397,C.I.颜料白 6;二氧化钛,13463-67-7;1317-80-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0409,C.I.颜料黑 7;炭黑,1333-86-4,"按生产需要适量使用 甲苯萃取物小于 1%,苯并 [a]芘含量小于 0.25mg/kg;应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0410,C.I.颜料红 101;三氧化二铁 ;氧化铁,1309-37-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注。铁元素 SML应符合附录 C规定",,,,,
A6,FCA0420,C.I.颜料红 179,5521-31-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0425,"C.I.颜料红 208;2-[[3-[[(2,3-二氢 -2-氧代 -1H-苯并咪唑 -5-基 )氨基 ]羰基 ]-2-羟基 -1-萘基 ]偶氮 ]-苯甲酸丁基酯",31778-10-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0426,"C.I.颜料红 209;3,10-二氯 -5,12-二氢喹啉并 [2,3-b]氮蒽 -7,14-二酮",38720-66-0;3573-01-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0430,C.I.颜料红 247;4-[,,,,,,,
A6,FCA0441,C.I.颜料红 81,12224-98-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0451,"C.I.颜料黄 151;2-[[1-[[(2,3-二氢 -2-氧代 -1H-苯并咪唑 -5-基 )氨基 ]羰基 ]-2-氧代丙基 ]偶氮 ]苯甲酸",31837-42-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0458,C.I.颜料黄 191;4-氯 -2-[,,,,,,,
A6,FCA0460,C.I.颜料黄 42,51274-00-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0465,C.I.颜料黄 74;2-[(2-甲氧基 -4-硝基苯基 )偶氮 ]-N-(2-甲氧基苯基 )-3-氧 -2-[(2-甲氧基 -4-硝基苯基 )偶氮 ]-氧 -丁酰胺,6358-31-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0469,C.I.颜料蓝 15:1,12239-87-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A6,FCA0470,C.I.颜料蓝 15;酞菁蓝 ;酞菁铜,147-14-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A6,FCA0474,C.I.颜料蓝 29,57455-37-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0480,"C.I.颜料绿 36;1,3,8,16,18,24-六溴 -2,4,9,10,11,15,17,22,23,25-十氯 -29H ,31H-酞菁 (2-)N29,N30,N31,N32]-(SP-4-2)-菁 K-1360",14302-13-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注。所生产出的材料和制品使用温度低于 70℃;铜元素 SML应符合附录 C规定",,,,,
A6,FCA0482,C.I.颜料绿 7;酞菁绿 G;多氯酞花青铜,1328-53-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A6,FCA0484,"C.I.颜料紫 19;5,12-二氢 -喹啉并 [2,3-b]吖啶 -7,14-二酮",1047-16-1,"0.02 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0486,"C.I.颜料紫 23;8,18-二氯 -5,15-二乙基 -5,15-二氢二吲哚 [3,2-b:3' ,2'-m]三吩二嗪",215247-95-3;6358-30-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0487,C.I.颜料紫 27,1325-82-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0496,C.I.直接红 81,2610-11-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0497,C.I.直接黄 11,1325-37-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0498,C.I.直接黄 6,1325-38-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A6,FCA0504,C12~C14-支链脂肪醇 -羟β-2-基乙氧基醚乙氧基化物,146340-15-0,按生产需要适量使用  5(SML),,,,,
A6,FCA0508,C16~C18(单、双 )甘油酯,85251-77-0,按生产需要适量使用,,,,,
A6,FCA0509,C16~C18-醇,67762-27-0,按生产需要适量使用,,,,,
A6,FCA0511,C16~C18脂肪醇蒸馏残余物,68603-17-8,按生产需要适量使用,,,,,
A6,FCA0512,C1~C18单、多元脂肪醇的脂肪酸酯  — 按生产需要适量使用,,,,,,,
A6,FCA0514,"C8~C22脂肪酸及其铝 ,铵 ,钙 ,镁 ,钾 ,钠 ,锌盐  — 按生产需要适量使用 锌元素 SML应符合附录 C规定",,,,,,,
A6,FCA0515,C8~C26脂肪醇  — 按生产需要适量使用,,,,,,,
A6,FCA0516,D-酒石酸,87-69-4,按生产需要适量使用,,,,,
A6,FCA0517,D-山梨糖醇,50-70-4,按生产需要适量使用,,,,,
A6,FCA0522,N-(羟甲基 )-2-甲基 -2-丙烯酰胺,923-02-4,按生产需要适量使用  0.05(SML),,,,,
A6,FCA0524,"N ,N ,N-三甲基 -2-[(2-甲基 -2-丙烯酰 )氧 ]氯化乙铵",5039-78-1,0.55,,,,,
A6,FCA0525,"N ,N ,N-三甲基 -2-[(2-甲基 -2-烯丙酰 )氧基 ]氯化乙铵与 N ,N ,N-三甲基 -2-[(2-烯丙酰氧 )基 ]氯化乙铵和丙烯酰胺的聚合物",101060-97-3,"0.1 ND(丙烯酰胺 :SML,DL=0.01mg/kg)",,,,,
A6,FCA0526,"N ,N ,N-三甲基 -3-[(1-氧代 -2-丙烯基 )氨基 ]-丙基氯化铵与丙烯酰胺的聚合物",75150-29-7,"0.1 ND(丙烯酰胺 :SML,DL=0.01mg/kg)",,,,,
A6,FCA0532,"N ,N'-1,2-乙二基双十八 (碳 )酰胺",110-30-5,按生产需要适量使用,,,,,
A6,FCA0539,"N ,N-二 (羟基乙基 )椰油酰胺",68603-42-9,按生产需要适量使用,,,,,
A6,FCA0540,"N ,N-二甲基 -N-2-丙烯基 -2-丙烯 -1-氯化胺与 2-丙烯酰胺的共聚物",26590-05-6,"0.05 ND(丙烯酰胺 :SML,DL=0.01mg/kg)",生产的材料或制品使用温度为,10℃~40℃,,,
A6,FCA0541,"N ,N-二甲基 -N-2-丙烯基 -2-丙烯基 -1-铵氯化物与乙二醛和 2-丙烯酰胺的聚合物",32555-39-8,"0.24 ND(丙烯酰胺 :SML,DL=0.01mg/kg);1.5mg/dm2(乙二醛",:QM),黏度小于,100cps(1#60rpm),,
A6,FCA0542,"N ,N-二甲基 -N-2-丙烯酸 -氯高聚合 -2-丙烯 -1-胺",26062-79-3,0.15,,,,,
A6,FCA0549,N-甲基二乙醇胺,105-59-9,按生产需要适量使用,,,,,
A6,FCA0550,N-羟甲基 -2-丙烯酰胺,924-42-5,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA0553,N-乙烯基甲酰胺的均聚物 ;乙烯基甲酰胺聚合物,72018-12-3,1,,,,,
A6,FCA0554,N-乙烯基甲酰胺与乙烯胺的聚合物盐酸盐 ;乙烯胺与乙烯基甲酰胺聚合物的盐,111616-55-8,1,,,,,
A6,FCA0555,O-十八烷酰乳酸钠,25383-99-7,0.02,,,,,
A6,FCA0556,"α-(1-氧代 -9Z-十八烯基 )-ω-羟基聚 (氧 -1,2-乙二基 )",9004-96-0,按生产需要适量使用  30 2,,,,,
A6,FCA0557,"α-(2-丙基庚基 )-ω-羟基聚 (氧 -1,2-乙二基 )",160875-66-1,按生产需要适量使用  1.8(SML);1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",,,,
A6,FCA0563,α-淀粉酶,9001-19-8,按生产需要适量使用,,,,,
A6,FCA0564,"α-磺化 -ω-(十二碳酰基 )聚 (氧 -1,2-乙二基 )钠盐",9004-82-4,2(以丙烯酸或改性丙烯酸聚合物及乙酸乙烯酯共聚物计 ) 30 2,,,,,
A6,FCA0566,"α-磺基 -ω-(壬基苯氧基 )聚 (氧基 -1,2-二乙基 )支链铵盐",68649-55-8,按生产需要适量使用,,,,,
A6,FCA0567,"α-磺基 -ω-羟基聚 (氧 -1,2-乙二基 )C12~C14-烷基酯钠盐",68891-38-3,按生产需要适量使用  30 2,,,,,
A6,FCA0569,"α-己基 -ω-羟基聚 (氧化 -1,2-乙二基 )",31726-34-8,按生产需要适量使用  1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",,,,
A6,FCA0574,"α-十三烷基 -ω-羟基 -聚 (氧 -1,2-亚乙基 )(支链 )",69011-36-5,按生产需要适量使用,,,,,
A6,FCA0576,"(二叔丁β-3,5-基 -4-羟基苯基 )丙酸十八醇酯 ;十八烷基 -3,5-双 (1,1-二甲基乙基 )-4-羟基苯丙酸酯",2082-79-3,0.5 6(SML),,,,,
A6,FCA0580,氨,7664-41-7,按生产需要适量使用,,,,,
A6,FCA0581,巴西棕榈蜡,8015-86-9,按生产需要适量使用,,,,,
A6,FCA0582,白矿物油,8042-47-5,按生产需要适量使用 平均分子量不低于 480。100℃时运动黏度不低于 8.5-6m2/×10s。矿物碳氢化合物碳原子数少于 25的物质不高于 5%(质量分数 ),,,,,
A6,FCA0587,苯基三乙氧基硅烷与 (硅氧烷和聚硅氧烷 )的凝聚物,72480-33-2,按生产需要适量使用,,,,,
A6,FCA0592,苯乙烯,100-42-5,按生产需要适量使用,,,,,
A6,FCA0593,苯乙烯、丙烯酸乙基己基酯、丙烯酸丁酯的聚合物  — 按生产需要适量使用  0.05(丙烯酸乙基己基酯 :SML) 6 22,,,,,,,
A6,FCA0596,苯乙烯与丙烯酸丁酯和丙烯酸的共聚物,25586-20-3,按生产需要适量使用  6 22,,,,,
A6,FCA0597,苯乙烯与丙烯酸和丁二烯的聚合物,25085-39-6,"按生产需要适量使用  ND(1,3-丁二烯 :SML,DL=0.01mg/kg)或","1(1,3-丁二烯 :QM)",6,22,,
A6,FCA0599,蓖麻油,8001-79-4,按生产需要适量使用,,,,,
A6,FCA0602,蓖麻油酸聚氧乙烯酯,9004-97-1,按生产需要适量使用  42(SML),,,,,
A6,FCA0606,苄醇 ;苯甲醇,100-51-6,4,,,,,
A6,FCA0607,丙醇醚,25265-71-8,按生产需要适量使用,,,,,
A6,FCA0608,丙三醇,56-81-5,按生产需要适量使用,,,,,
A6,FCA0611,丙酮,67-64-1,按生产需要适量使用,,,,,
A6,FCA0613,丙烯腈,107-13-1,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg)",,,,,
A6,FCA0614,丙烯腈和丁二烯与苯乙烯的三元共聚物,9003-56-9,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);ND(1,3-丁二烯",":SML,DL=0.01mg/kg)或","1(1,3-丁二烯",:QM),,
A6,FCA0615,丙烯腈与丙烯酸 -2-乙基己酯、甲基丙烯酸和苯乙烯的共聚物,26873-77-8,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);0.05(丙烯酸",-2-乙基己酯,:SML),6,,23
A6,FCA0616,丙烯腈与丙烯酸丁酯和 N-羟甲基 -甲基丙烯酰胺的共聚合物,29434-28-4,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);0.05(N-羟甲基",-甲基丙烯酰胺,:SML),6,,22
A6,FCA0617,丙烯腈与丙烯酸乙酯的聚合物,25053-12-7,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg)",6,22,,,
A6,FCA0618,丙烯腈与丙烯酸乙酯和 N-羟甲基 -丙烯酰胺的共聚物,29013-35-2,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);0.05(N-羟甲基",-丙烯酰胺,:SML),6,,22
A6,FCA0619,丙烯腈与丙烯酸乙酯和亚甲基丁二酸的共聚物,35705-21-6,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg)",6,22,,,
A6,FCA0620,丙烯腈与甲基丙烯酸甲酯和苯乙烯的共聚物,25213-88-1,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg)",6,23,,,
A6,FCA0621,丙烯酸,79-10-7,按生产需要适量使用  6 22,,,,,
A6,FCA0622,丙烯酸 -2-羟乙基酯,818-61-1,按生产需要适量使用  6 22,,,,,
A6,FCA0623,"丙烯酸 -2-羟乙酯与聚乙二醇单丙烯酸酯、聚乙二醇二丙烯酸酯和 2-(全氟己基 )丙烯酸乙基酯 ;2-丙烯酸 -2-羟基乙基酯与 α-(1-氧代 -2-丙烯 -1-基 )-ω-羟基聚 (1-氧代 -1,2-乙二基 ),α-(1-氧代 -2-丙烯 -1-基 )-ω-[(1-氧代 -2-丙烯 -1-基 )氧基 ]聚 (氧基 -1,2-乙二基 )和 2-丙烯酸 3,3,4,4,5,5,6,6,7,7,8,8,8-十三氟代辛基酯的共聚物",1012783-70-8,0.4 30(以乙二醇计 );6(以丙烯酸计 ) 2;22,,,,,
A6,FCA0625,丙烯酸丁酯,141-32-2,按生产需要适量使用  6 22,,,,,
A6,FCA0626,丙烯酸丁酯与苯乙烯的共聚物,25767-47-9,按生产需要适量使用  6 22,,,,,
A6,FCA0628,丙烯酸丁酯与丙烯酸 -2-乙基己酯和苯乙烯的共聚物,30795-23-4,按生产需要适量使用  0.05(丙烯酸 -2-乙基己酯 :SML),6,22,,,
A6,FCA0629,丙烯酸丁酯与丙烯酸 -2-乙基己酯和丙烯酸甲酯的共聚物,25916-29-4,按生产需要适量使用  0.05(丙烯酸 -2-乙基己酯 :SML),6,22,,,
A6,FCA0631,丙烯酸丁酯与丙烯酸异丁酯的共聚物,30698-92-1,按生产需要适量使用  6 22,,,,,
A6,FCA0632,丙烯酸丁酯与甲基丙烯酸 -2-羟乙酯、甲基丙烯酸、甲基丙烯酸甲酯和苯乙烯的共聚物,36179-96-1,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0633,丙烯酸丁酯与甲基丙烯酸丁酯、丙烯酸乙酯、甲基丙烯酸和甲基丙烯酸甲酯的共聚物  — 按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,,,
A6,FCA0635,丙烯酸丁酯与甲基丙烯酸和苯乙烯的共聚物,25036-16-2,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0636,丙烯酸丁酯与甲基丙烯酸和甲基丙烯酸甲酯的共聚物,25035-69-2,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0639,丙烯酸丁酯与亚甲基丁二酸、甲基丙烯酸和苯乙烯的共聚物,65899-77-6,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0640,丙烯酸丁酯与亚甲基丁二酸、甲基丙烯酸和苯乙烯共聚物的铵盐  — 按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,,,
A6,FCA0641,丙烯酸甲酯,96-33-3,按生产需要适量使用  6 22,,,,,
A6,FCA0644,丙烯酸钠盐与 N-乙烯基甲酰胺的聚合物,865535-22-4,"按生产需要适量使用  10g/kg(QM,以干重计 ) 6 22",,,,,
A6,FCA0645,丙烯酸钠盐与 N-乙烯基甲酰胺共聚物的水解盐酸盐,865596-61-8,"按生产需要适量使用  5g/kg(QM,以干重计 ) 6 22",,,,,
A6,FCA0646,丙烯酸乙酯,140-88-5,按生产需要适量使用  6 22,,,,,
A6,FCA0647,丙烯酸乙酯与 N-羟甲基 -丙烯酰胺的共聚物,26428-44-4,按生产需要适量使用  0.05(N-羟甲基 -丙烯酰胺 :SML),6,22,,,
A6,FCA0648,丙烯酸乙酯与甲基丙烯酸的共聚物,25212-88-8,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0649,丙烯酸乙酯与甲基丙烯酸和苯乙烯的共聚物,25035-68-1,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0650,丙烯酸乙酯与甲基丙烯酸甲酯和 N-羟甲基 -丙烯酰胺的共聚物,25035-74-9,按生产需要适量使用  0.05(N-羟甲基 -丙烯酰胺 :SML),6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A6,FCA0651,丙烯酸乙酯与亚甲基丁二酸的共聚物,26124-80-1,按生产需要适量使用  6 22,,,,,
A6,FCA0653,丙烯酸与苯乙烯的共聚物,25085-34-1,按生产需要适量使用  6 22,,,,,
A6,FCA0654,丙烯酸与丙烯腈、丙烯酸 2-乙基己酯和苯乙烯的共聚物,40530-01-6,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);0.05(丙烯酸",2-乙基己酯,:SML),6,,22
A6,FCA0655,"丙烯酸与丙烯腈、丙烯酸丁酯、甲基丙烯酰胺和 N-羟甲基 -甲基丙烯酰胺的共聚物  — 按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);ND(甲基丙烯酰胺 :SML,DL=0.01mg/kg);0.05(N-羟甲基 -甲基丙烯酰胺 :SML) 6 22",,,,,,,
A6,FCA0656,"丙烯酸与丙烯腈、丙烯酸乙酯、丙烯酸 -2-乙基己酯、丙烯酸甲酯和苯乙烯的共聚物  — 按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);0.05(丙烯酸 -2-乙基己酯 :SML) 6 22",,,,,,,
A6,FCA0657,丙烯酸与丙烯酸丁酯、1-甲基乙烯基苯和甲基丙烯酸甲酯共聚物的铵盐,157937-76-3,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0658,丙烯酸与丙烯酸丁酯、丙烯酸 -2-乙基己酯和丙烯酸甲酯的共聚物,98060-25-4,按生产需要适量使用  0.05(丙烯酸 -2-乙基己酯 :SML),6,22,,,
A6,FCA0659,丙烯酸与丙烯酸丁酯、甲基丙烯酸和苯乙烯的共聚物,25120-19-8,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0660,丙烯酸与丙烯酸丁酯和丙烯酸 -2-甲基丙酯的共聚物,58090-96-3,按生产需要适量使用  6 22,,,,,
A6,FCA0661,丙烯酸与丙烯酸丁酯和丙烯酸 2-羟乙酯的共聚物,30585-48-9,按生产需要适量使用  6 22,,,,,
A6,FCA0662,丙烯酸与丙烯酸丁酯和丙烯酸乙酯的共聚物,27322-15-2,按生产需要适量使用  6 22,,,,,
A6,FCA0663,丙烯酸与丙烯酸丁酯和甲基丙烯酸甲酯的共聚物,26300-51-6,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A6,FCA0664,丙烯酸与丙烯酸钠的聚合物,9033-79-8,0.1 6 22,,,,,
A6,FCA0667,"丙烯酸与丙烯酰胺、丙烯腈、丙烯酸丁酯、甲基丙烯酸、N-甲氧基甲基 -甲基丙烯酰胺和苯乙烯的共聚物  — 按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);ND(丙烯酰胺 :SML,DL=0.01mg/kg);0.05(N-甲氧基甲基 -甲基丙烯酰胺 :SML) 6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23",,,,,,,
A6,FCA0668,丙烯酸与丙烯酰胺、丙烯酸丁酯、甲基丙烯酸和苯乙烯的共聚物,121028-92-0,"按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg)",6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A6,FCA0669,"2-丙烯酸与 1,1-二氯乙烯和丙烯酸甲酯的聚合物",26124-53-8,"按生产需要适量使用  5(1,1-二氯乙烯 :QM)或","ND(1,1-二氯乙烯 :SML,DL=0.01mg/kg)",6(以丙烯酸计,),,22
A6,FCA0671,丙烯酸与乙烯、乙酸乙烯酯和丙烯酸 -2-乙基己基酯的聚合物,72383-70-1,按生产需要适量使用  1.5(QM);0.05(2-丙烯酸 -2-乙基己酯 :SML);12(乙酸乙烯酯,:SML),6,22,,
A6,FCA0674,丙烯酰胺与丙烯腈、丙烯酸乙酯、亚甲基丁二酸和 N-羟甲基 -丙烯酰胺的共聚物,65379-28-4,"按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg);ND(丙烯腈",":SML,DL=0.01mg/kg);0.05(N-羟甲基",-丙烯酰胺,:SML),,6 22
A6,FCA0675,丙烯酰胺与丙烯腈、丙烯酸乙酯和 N-羟甲基 -丙烯酰胺的共聚物,27082-48-0,"按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg);ND(丙烯腈",":SML,DL=0.01mg/kg);0.05(N-羟甲基",-丙烯酰胺,:SML),,6 22
A6,FCA0676,"丙烯酰胺与丙烯酸丁酯、丙烯酸乙酯、丙烯酸 -2-乙基己酯和 N-羟甲基 -丙烯酰胺的共聚物  — 按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg);0.05(N-羟甲基 -丙烯酰胺 :SML);0.05(丙烯酸 -2-乙基己酯 :SML) 6 22",,,,,,,
A6,FCA0677,丙烯酰胺与丙烯酸钠的共聚物,25085-02-3,"0.1 ND(丙烯酰胺 :SML,DL=0.01mg/kg)",6,22,,,
A6,FCA0678,丙烯酰胺与丙烯酸乙酯、甲基丙烯酸甲酯和 N-羟甲基 -丙烯酰胺的共聚物,30394-81-1,"按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg);0.05(N-羟甲基",-丙烯酰胺,:SML),6(以丙烯酸计,,);6(以甲基丙烯酸计 ) 22;23
A6,FCA0679,丙烯酰胺与丙烯酸乙酯和 N-羟甲基 -丙烯酰胺的共聚物,28433-25-2,"按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg);0.05(N-羟甲基",-丙烯酰胺,:SML),6,,22
A6,FCA0680,玻璃棉 ;玻璃纤维,65997-17-3,按生产需要适量使用,,,,,
A6,FCA0681,菜籽油,8002-13-9,按生产需要适量使用,,,,,
A6,FCA0683,次氯酸钠,7681-52-9,按生产需要适量使用,,,,,
A6,FCA0684,大豆油,8001-22-7,按生产需要适量使用,,,,,
A6,FCA0685,单 -C10~C16-烷基硫酸酯钠盐,68585-47-7,按生产需要适量使用,,,,,
A6,FCA0686,"单 C15~C20烯基 -二氢 -2,5-呋喃二酮衍生物",68784-12-3,1 30 3,,,,,
A6,FCA0687,单十二酸脱水山梨醇酯,1338-39-2,按生产需要适量使用,,,,,
A6,FCA0688,单乙烯基封端的二甲基、甲基乙烯基 (硅氧烷与聚硅氧烷 ),68951-99-5,按生产需要适量使用,,,,,
A6,FCA0690,蛋白酶  9014-1-1 按生产需要适量使用,,,,,,,
A6,FCA0695,碘化钠,7681-82-5,按生产需要适量使用  1 6,,,,,
A6,FCA0697,淀粉,9005-25-8,按生产需要适量使用,,,,,
A6,FCA0698,淀粉丁二酸氢酯 ;2-羟基 -3-(三甲基氨根 )丙基醚的氯化物,175669-64-4,按生产需要适量使用,,,,,
A6,FCA0699,淀粉和氯甲基环氧乙烷的聚合物,58944-89-1,"按生产需要适量使用  25g/kg(醋酸酯淀粉 :QM,以乙酰基计",);1(氯甲基环氧乙烷,:QM),,,
A6,FCA0700,淀粉辛烯基琥珀酸钠,52906-93-1,按生产需要适量使用,,,,,
A6,FCA0701,丁醇,71-36-3;78-83-1;78-92-2;75-65-0,按生产需要适量使用,,,,,
A6,FCA0706,丁醛,123-72-8,按生产需要适量使用,,,,,
A6,FCA0707,丁酮,78-93-3,按生产需要适量使用,,,,,
A6,FCA0709,丁香酚,97-53-0,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A6,FCA0710,煅烧高岭土,92704-41-1;66402-68-4,按生产需要适量使用,,,,,
A6,FCA0717,对羟基苯甲酸丙酯,94-13-3,按生产需要适量使用,,,,,
A6,FCA0718,对羟基苯甲酸甲酯,99-76-3,按生产需要适量使用,,,,,
A6,FCA0725,"二 [3,5-二 -(1,1-二甲基乙基 )-4-羟基 -]苯丙酸硫杂二甘醇酯",41484-35-9,0.5 2.4(SML),,,,,
A6,FCA0728,"二苯基甲烷 -4,4'-二异氰酸酯",101-68-8,"5.2 1(以异氰酸根计 ,QM) ND(DL=0.01mg/kg) 17",,,,,
